Player,team,Rk,G,Date,Age,Tm,Place,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Taurean Prince,LAL,29,27.0,2023-12-21,29-274,LAL,Away,MIN,L (-7),1,36:39,5.0,6.0,0.833,4.0,5.0,0.8,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,3.0,4.0,14.0,9.4,6.0
Taurean Prince,LAL,30,28.0,2023-12-23,29-276,LAL,Away,OKC,W (+9),1,27:40,3.0,7.0,0.429,2.0,5.0,0.4,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,0.0,5.0,10.0,9.6,9.0
Taurean Prince,LAL,31,29.0,2023-12-25,29-278,LAL,,BOS,L (-11),1,38:59,6.0,13.0,0.462,5.0,12.0,0.417,0.0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,0.0,4.0,17.0,13.0,-12.0
Taurean Prince,LAL,32,30.0,2023-12-28,29-281,LAL,,CHO,W (+21),1,22:30,1.0,7.0,0.143,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,2.7,2.0
Taurean Prince,LAL,33,31.0,2023-12-30,29-283,LAL,Away,MIN,L (-2),1,33:12,3.0,9.0,0.333,3.0,6.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,3.0,0.0,3.0,1.0,9.0,4.8,15.0
Taurean Prince,LAL,34,32.0,2023-12-31,29-284,LAL,Away,NOP,L (-20),1,34:19,5.0,9.0,0.556,4.0,7.0,0.571,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,15.0,14.4,-12.0
Taurean Prince,LAL,35,33.0,2024-01-03,29-287,LAL,,MIA,L (-14),1,28:48,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,-3.1,-14.0
Taurean Prince,LAL,36,34.0,2024-01-05,29-289,LAL,,MEM,L (-14),1,34:53,3.0,9.0,0.333,3.0,7.0,0.429,1.0,2.0,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,10.0,7.4,-19.0
Taurean Prince,LAL,37,35.0,2024-01-07,29-291,LAL,,LAC,W (+3),1,30:15,4.0,8.0,0.5,3.0,6.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,13.0,10.5,-2.0
Taurean Prince,LAL,38,36.0,2024-01-09,29-293,LAL,,TOR,W (+1),1,33:53,4.0,8.0,0.5,2.0,6.0,0.333,1.0,2.0,0.5,0.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,11.0,9.0,-7.0
Taurean Prince,LAL,39,37.0,2024-01-11,29-295,LAL,,PHO,L (-18),1,28:13,4.0,10.0,0.4,3.0,8.0,0.375,0.0,0.0,,1.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,11.0,9.2,-30.0
Taurean Prince,LAL,40,38.0,2024-01-13,29-297,LAL,Away,UTA,L (-7),1,30:10,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,12.0,8.9,-19.0
Taurean Prince,LAL,41,39.0,2024-01-15,29-299,LAL,,OKC,W (+7),1,30:51,1.0,6.0,0.167,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.8,-1.0
Taurean Prince,LAL,42,40.0,2024-01-17,29-301,LAL,,DAL,W (+17),1,20:30,3.0,8.0,0.375,0.0,3.0,0.0,3.0,5.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,9.0,3.2,13.0
Taurean Prince,LAL,43,41.0,2024-01-19,29-303,LAL,,BRK,L (-18),1,28:59,3.0,7.0,0.429,2.0,4.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,10.0,6.2,-12.0
Taurean Prince,LAL,45,42.0,2024-01-23,29-307,LAL,Away,LAC,L (-11),1,32:35,4.0,10.0,0.4,2.0,6.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,11.0,8.8,-5.0
Taurean Prince,LAL,46,43.0,2024-01-25,29-309,LAL,,CHI,W (+9),1,30:18,5.0,8.0,0.625,4.0,7.0,0.571,0.0,0.0,,0.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,14.0,13.8,-2.0
Taurean Prince,LAL,47,44.0,2024-01-27,29-311,LAL,Away,GSW,W (+1),1,24:15,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,-1.4,-22.0
Taurean Prince,LAL,48,45.0,2024-01-29,29-313,LAL,Away,HOU,L (-16),1,25:27,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,5.0,1.5,-18.0
Taurean Prince,LAL,49,46.0,2024-01-30,29-314,LAL,Away,ATL,L (-16),1,24:48,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,7.0,3.5,-18.0
Taurean Prince,LAL,50,47.0,2024-02-01,29-316,LAL,Away,BOS,W (+9),1,37:58,5.0,10.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,8.0,8.0,2.0,1.0,1.0,0.0,2.0,11.0,10.7,-9.0
Taurean Prince,LAL,56,53.0,2024-02-14,29-329,LAL,Away,UTA,W (+16),1,32:37,4.0,8.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,11.0,8.5,11.0
Spencer Dinwiddie,LAL,1,1.0,2023-10-25,30-202,BRK,,CLE,L (-1),1,23:57,1.0,3.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,3.9,-10.0
Spencer Dinwiddie,LAL,2,2.0,2023-10-27,30-204,BRK,Away,DAL,L (-5),1,39:43,8.0,17.0,0.471,6.0,12.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,8.0,0.0,0.0,2.0,4.0,23.0,16.8,4.0
Spencer Dinwiddie,LAL,3,3.0,2023-10-30,30-207,BRK,Away,CHO,W (+12),1,12:54,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,2.2,14.0
Spencer Dinwiddie,LAL,5,4.0,2023-11-03,30-211,BRK,Away,CHI,W (+2),1,30:56,4.0,7.0,0.571,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,9.0,2.0,0.0,3.0,0.0,10.0,12.9,15.0
Spencer Dinwiddie,LAL,6,5.0,2023-11-04,30-212,BRK,,BOS,L (-10),1,35:17,8.0,14.0,0.571,3.0,7.0,0.429,0.0,3.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,19.0,15.8,-6.0
Spencer Dinwiddie,LAL,7,6.0,2023-11-06,30-214,BRK,,MIL,L (-4),1,23:41,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,13.0
Spencer Dinwiddie,LAL,8,7.0,2023-11-08,30-216,BRK,,LAC,W (+7),1,26:14,2.0,8.0,0.25,2.0,7.0,0.286,1.0,2.0,0.5,0.0,3.0,3.0,4.0,0.0,0.0,2.0,0.0,7.0,3.5,-1.0
Spencer Dinwiddie,LAL,9,8.0,2023-11-10,30-218,BRK,Away,BOS,L (-14),1,19:56,3.0,7.0,0.429,3.0,6.0,0.5,3.0,4.0,0.75,0.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,12.0,9.1,-14.0
Spencer Dinwiddie,LAL,10,9.0,2023-11-12,30-220,BRK,,WAS,W (+8),1,30:43,3.0,10.0,0.3,0.0,5.0,0.0,6.0,7.0,0.857,0.0,4.0,4.0,3.0,2.0,1.0,0.0,2.0,12.0,11.0,13.0
Spencer Dinwiddie,LAL,11,10.0,2023-11-14,30-222,BRK,,ORL,W (+20),1,37:31,10.0,18.0,0.556,5.0,10.0,0.5,4.0,6.0,0.667,1.0,4.0,5.0,9.0,0.0,0.0,1.0,3.0,29.0,25.6,25.0
Spencer Dinwiddie,LAL,12,11.0,2023-11-16,30-224,BRK,Away,MIA,L (-7),1,32:36,2.0,9.0,0.222,2.0,7.0,0.286,4.0,6.0,0.667,2.0,3.0,5.0,7.0,0.0,0.0,2.0,1.0,10.0,8.5,4.0
Spencer Dinwiddie,LAL,13,12.0,2023-11-19,30-227,BRK,,PHI,L (-22),1,27:38,3.0,10.0,0.3,1.0,4.0,0.25,5.0,6.0,0.833,0.0,4.0,4.0,5.0,0.0,1.0,2.0,0.0,12.0,9.2,-21.0
Spencer Dinwiddie,LAL,14,13.0,2023-11-22,30-230,BRK,Away,ATL,L (-2),1,41:48,9.0,23.0,0.391,3.0,8.0,0.375,5.0,5.0,1.0,2.0,4.0,6.0,12.0,0.0,0.0,4.0,3.0,26.0,19.3,8.0
Spencer Dinwiddie,LAL,15,14.0,2023-11-25,30-233,BRK,,MIA,W (+15),1,36:24,4.0,9.0,0.444,2.0,7.0,0.286,4.0,4.0,1.0,0.0,2.0,2.0,11.0,2.0,0.0,3.0,2.0,14.0,15.8,17.0
Spencer Dinwiddie,LAL,16,15.0,2023-11-26,30-234,BRK,,CHI,W (+9),1,38:22,7.0,17.0,0.412,3.0,9.0,0.333,7.0,8.0,0.875,2.0,3.0,5.0,7.0,1.0,0.0,2.0,4.0,24.0,19.1,9.0
Spencer Dinwiddie,LAL,17,16.0,2023-11-28,30-236,BRK,,TOR,W (+12),1,37:54,5.0,17.0,0.294,3.0,11.0,0.273,10.0,10.0,1.0,1.0,8.0,9.0,8.0,4.0,0.0,1.0,0.0,23.0,24.8,15.0
Spencer Dinwiddie,LAL,18,17.0,2023-11-30,30-238,BRK,,CHO,L (-1),1,34:12,3.0,9.0,0.333,1.0,6.0,0.167,2.0,2.0,1.0,0.0,4.0,4.0,8.0,0.0,0.0,1.0,1.0,9.0,9.3,2.0
Spencer Dinwiddie,LAL,19,18.0,2023-12-02,30-240,BRK,,ORL,W (+28),1,35:27,8.0,15.0,0.533,3.0,7.0,0.429,3.0,4.0,0.75,0.0,4.0,4.0,3.0,0.0,0.0,2.0,2.0,22.0,14.8,21.0
Spencer Dinwiddie,LAL,20,19.0,2023-12-06,30-244,BRK,Away,ATL,W (+1),1,28:16,5.0,19.0,0.263,1.0,5.0,0.2,2.0,3.0,0.667,1.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,13.0,4.8,-7.0
Spencer Dinwiddie,LAL,21,20.0,2023-12-08,30-246,BRK,,WAS,W (+27),1,33:12,6.0,15.0,0.4,1.0,6.0,0.167,1.0,1.0,1.0,0.0,3.0,3.0,9.0,4.0,0.0,2.0,3.0,14.0,13.9,19.0
Spencer Dinwiddie,LAL,22,21.0,2023-12-11,30-249,BRK,Away,SAC,L (-13),1,34:01,5.0,14.0,0.357,2.0,8.0,0.25,4.0,5.0,0.8,0.0,2.0,2.0,8.0,0.0,0.0,3.0,2.0,16.0,10.2,-19.0
Spencer Dinwiddie,LAL,23,22.0,2023-12-13,30-251,BRK,Away,PHO,W (+4),1,35:13,6.0,11.0,0.545,2.0,5.0,0.4,2.0,4.0,0.5,2.0,6.0,8.0,7.0,2.0,0.0,2.0,4.0,16.0,16.4,-10.0
Spencer Dinwiddie,LAL,24,23.0,2023-12-14,30-252,BRK,Away,DEN,L (-23),1,24:00,5.0,11.0,0.455,1.0,4.0,0.25,6.0,7.0,0.857,0.0,4.0,4.0,8.0,1.0,0.0,2.0,3.0,17.0,15.5,-10.0
Spencer Dinwiddie,LAL,25,24.0,2023-12-16,30-254,BRK,Away,GSW,L (-4),1,39:54,6.0,13.0,0.462,3.0,10.0,0.3,1.0,2.0,0.5,1.0,4.0,5.0,14.0,3.0,1.0,2.0,1.0,16.0,21.9,-6.0
Spencer Dinwiddie,LAL,26,25.0,2023-12-18,30-256,BRK,Away,UTA,L (-17),1,36:22,7.0,15.0,0.467,1.0,6.0,0.167,2.0,3.0,0.667,1.0,7.0,8.0,11.0,0.0,2.0,1.0,0.0,17.0,19.8,-16.0
Spencer Dinwiddie,LAL,27,26.0,2023-12-20,30-258,BRK,,NYK,L (-19),1,30:33,3.0,11.0,0.273,2.0,8.0,0.25,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,10.0,4.5,-27.0
Spencer Dinwiddie,LAL,28,27.0,2023-12-22,30-260,BRK,,DEN,L (-5),1,32:50,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,6.0,4.6,-11.0
Spencer Dinwiddie,LAL,29,28.0,2023-12-23,30-261,BRK,,DET,W (+11),1,30:10,5.0,12.0,0.417,2.0,5.0,0.4,2.0,4.0,0.5,1.0,3.0,4.0,7.0,1.0,0.0,1.0,1.0,14.0,12.9,11.0
Spencer Dinwiddie,LAL,30,29.0,2023-12-26,30-264,BRK,Away,DET,W (+6),1,34:01,2.0,11.0,0.182,0.0,3.0,0.0,5.0,8.0,0.625,1.0,4.0,5.0,6.0,1.0,0.0,0.0,4.0,9.0,6.4,1.0
Spencer Dinwiddie,LAL,32,30.0,2023-12-29,30-267,BRK,Away,WAS,L (-6),1,27:19,5.0,16.0,0.313,3.0,10.0,0.3,4.0,6.0,0.667,2.0,6.0,8.0,6.0,1.0,0.0,1.0,2.0,17.0,13.6,12.0
Spencer Dinwiddie,LAL,33,31.0,2023-12-31,30-269,BRK,Away,OKC,L (-16),1,36:55,4.0,13.0,0.308,1.0,6.0,0.167,4.0,4.0,1.0,3.0,0.0,3.0,5.0,1.0,0.0,1.0,3.0,13.0,9.9,-12.0
Spencer Dinwiddie,LAL,34,32.0,2024-01-02,30-271,BRK,Away,NOP,L (-27),1,21:17,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,-2.1,-25.0
Spencer Dinwiddie,LAL,35,33.0,2024-01-03,30-272,BRK,Away,HOU,L (-11),1,28:06,3.0,5.0,0.6,2.0,3.0,0.667,3.0,5.0,0.6,0.0,1.0,1.0,5.0,2.0,0.0,1.0,1.0,11.0,12.3,-16.0
Spencer Dinwiddie,LAL,36,34.0,2024-01-05,30-274,BRK,,OKC,W (+9),1,33:02,7.0,12.0,0.583,3.0,7.0,0.429,6.0,6.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,2.0,3.0,23.0,18.6,-7.0
Spencer Dinwiddie,LAL,37,35.0,2024-01-07,30-276,BRK,,POR,L (-7),1,27:36,1.0,6.0,0.167,1.0,4.0,0.25,2.0,2.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0
Spencer Dinwiddie,LAL,38,36.0,2024-01-11,30-280,BRK,Away,CLE,L (-9),1,15:35,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.2,-20.0
Spencer Dinwiddie,LAL,39,37.0,2024-01-15,30-284,BRK,,MIA,L (-1),1,20:24,1.0,6.0,0.167,1.0,6.0,0.167,0.0,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.1,-13.0
Spencer Dinwiddie,LAL,40,38.0,2024-01-17,30-286,BRK,Away,POR,L (-2),1,32:26,5.0,8.0,0.625,3.0,4.0,0.75,6.0,7.0,0.857,0.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,19.0,19.7,12.0
Spencer Dinwiddie,LAL,41,39.0,2024-01-19,30-288,BRK,Away,LAL,W (+18),1,33:03,5.0,11.0,0.455,4.0,8.0,0.5,5.0,5.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,19.0,16.6,10.0
Spencer Dinwiddie,LAL,42,40.0,2024-01-21,30-290,BRK,Away,LAC,L (-11),1,32:39,6.0,9.0,0.667,4.0,6.0,0.667,0.0,0.0,,1.0,1.0,2.0,7.0,0.0,1.0,1.0,2.0,16.0,16.9,-8.0
Spencer Dinwiddie,LAL,43,41.0,2024-01-23,30-292,BRK,,NYK,L (-5),1,18:34,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,-1.4,7.0
Spencer Dinwiddie,LAL,44,42.0,2024-01-25,30-294,BRK,,MIN,L (-2),1,32:11,5.0,10.0,0.5,3.0,6.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,14.0,9.8,1.0
Spencer Dinwiddie,LAL,45,43.0,2024-01-27,30-296,BRK,,HOU,W (+2),1,35:25,3.0,11.0,0.273,0.0,4.0,0.0,4.0,6.0,0.667,0.0,2.0,2.0,9.0,1.0,1.0,2.0,3.0,10.0,8.1,1.0
Spencer Dinwiddie,LAL,46,44.0,2024-01-29,30-298,BRK,,UTA,W (+33),1,26:19,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,8.0,2.0,0.0,0.0,3.0,2.0,6.3,2.0
Spencer Dinwiddie,LAL,47,45.0,2024-01-31,30-300,BRK,,PHO,L (-16),1,29:36,6.0,10.0,0.6,2.0,4.0,0.5,2.0,3.0,0.667,0.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,16.0,14.7,-13.0
Spencer Dinwiddie,LAL,48,46.0,2024-02-03,30-303,BRK,Away,PHI,W (+15),1,25:43,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,,0.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,3.8,16.0
Spencer Dinwiddie,LAL,49,47.0,2024-02-05,30-305,BRK,,GSW,L (-11),1,39:23,3.0,12.0,0.25,2.0,6.0,0.333,1.0,2.0,0.5,0.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,9.0,4.6,-14.0
Spencer Dinwiddie,LAL,50,48.0,2024-02-06,30-306,BRK,,DAL,L (-12),1,34:36,4.0,8.0,0.5,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,9.0,9.8,4.0
Rui Hachimura,LAL,10,6.0,2023-11-12,25-277,LAL,,POR,W (+6),1,32:58,6.0,10.0,0.6,1.0,3.0,0.333,6.0,6.0,1.0,1.0,4.0,5.0,2.0,2.0,0.0,1.0,1.0,19.0,18.3,17.0
Rui Hachimura,LAL,25,16.0,2023-12-13,25-308,LAL,Away,SAS,W (+3),1,24:12,6.0,10.0,0.6,1.0,2.0,0.5,0.0,0.0,,0.0,7.0,7.0,1.0,0.0,1.0,3.0,2.0,13.0,8.1,15.0
Rui Hachimura,LAL,29,20.0,2023-12-21,25-316,LAL,Away,MIN,L (-7),1,33:30,7.0,12.0,0.583,2.0,5.0,0.4,2.0,6.0,0.333,1.0,3.0,4.0,0.0,1.0,0.0,2.0,3.0,18.0,10.2,-6.0
Rui Hachimura,LAL,32,23.0,2023-12-28,25-323,LAL,,CHO,W (+21),1,28:00,7.0,12.0,0.583,0.0,1.0,0.0,3.0,3.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,17.0,13.5,34.0
Rui Hachimura,LAL,34,25.0,2023-12-31,25-326,LAL,Away,NOP,L (-20),1,7:36,1.0,1.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.7,-4.0
Rui Hachimura,LAL,44,30.0,2024-01-21,25-347,LAL,,POR,W (+24),1,22:48,2.0,7.0,0.286,1.0,3.0,0.333,4.0,5.0,0.8,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,9.0,6.1,15.0
Rui Hachimura,LAL,45,31.0,2024-01-23,25-349,LAL,Away,LAC,L (-11),1,29:44,5.0,8.0,0.625,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,11.0,11.4,-8.0
Rui Hachimura,LAL,51,37.0,2024-02-03,25-360,LAL,Away,NYK,W (+8),1,19:28,3.0,5.0,0.6,0.0,2.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,7.0,4.4,3.0
Rui Hachimura,LAL,52,38.0,2024-02-05,25-362,LAL,Away,CHO,W (+6),1,29:13,4.0,6.0,0.667,1.0,3.0,0.333,0.0,0.0,,1.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,9.0,8.9,6.0
Rui Hachimura,LAL,53,39.0,2024-02-08,26-000,LAL,,DEN,L (-8),1,37:31,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,-0.6,-12.0
Rui Hachimura,LAL,54,40.0,2024-02-09,26-001,LAL,,NOP,W (+17),1,36:51,9.0,13.0,0.692,2.0,5.0,0.4,1.0,2.0,0.5,0.0,5.0,5.0,1.0,0.0,1.0,0.0,3.0,21.0,16.8,21.0
Rui Hachimura,LAL,55,41.0,2024-02-13,26-005,LAL,,DET,W (+14),1,30:05,7.0,10.0,0.7,0.0,2.0,0.0,1.0,4.0,0.25,2.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,15.0,12.9,13.0
Rui Hachimura,LAL,56,42.0,2024-02-14,26-006,LAL,Away,UTA,W (+16),1,33:38,13.0,19.0,0.684,6.0,8.0,0.75,4.0,5.0,0.8,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,36.0,29.5,25.0
Ja Morant,MEM,26,1.0,2023-12-19,24-131,MEM,Away,NOP,W (+2),1,34:46,12.0,24.0,0.5,0.0,5.0,0.0,10.0,12.0,0.833,3.0,3.0,6.0,8.0,2.0,1.0,5.0,2.0,34.0,26.7,12.0
Ja Morant,MEM,27,2.0,2023-12-21,24-133,MEM,,IND,W (+13),1,34:26,7.0,16.0,0.438,1.0,3.0,0.333,5.0,6.0,0.833,0.0,5.0,5.0,8.0,0.0,0.0,2.0,0.0,20.0,16.3,15.0
Ja Morant,MEM,28,3.0,2023-12-23,24-135,MEM,Away,ATL,W (+6),1,36:07,14.0,25.0,0.56,1.0,3.0,0.333,1.0,1.0,1.0,0.0,6.0,6.0,11.0,1.0,1.0,3.0,1.0,30.0,25.9,2.0
Ja Morant,MEM,29,4.0,2023-12-26,24-138,MEM,Away,NOP,W (+1),1,39:39,12.0,24.0,0.5,1.0,7.0,0.143,6.0,8.0,0.75,0.0,4.0,4.0,7.0,1.0,2.0,6.0,2.0,31.0,19.9,3.0
Ja Morant,MEM,31,5.0,2023-12-29,24-141,MEM,Away,LAC,L (-11),1,37:12,7.0,19.0,0.368,0.0,7.0,0.0,5.0,6.0,0.833,0.0,6.0,6.0,10.0,0.0,0.0,3.0,4.0,19.0,12.3,-19.0
Ja Morant,MEM,32,6.0,2023-12-31,24-143,MEM,,SAC,L (-31),1,30:57,4.0,12.0,0.333,2.0,4.0,0.5,7.0,8.0,0.875,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,17.0,11.6,-9.0
Ja Morant,MEM,33,7.0,2024-01-02,24-145,MEM,,SAS,W (+8),1,35:19,7.0,15.0,0.467,3.0,9.0,0.333,9.0,12.0,0.75,0.0,5.0,5.0,10.0,1.0,0.0,4.0,3.0,26.0,21.4,-1.0
Ja Morant,MEM,34,8.0,2024-01-03,24-146,MEM,,TOR,L (-5),1,34:53,10.0,18.0,0.556,3.0,6.0,0.5,5.0,6.0,0.833,1.0,7.0,8.0,9.0,1.0,0.0,2.0,1.0,28.0,26.7,-7.0
Ja Morant,MEM,35,9.0,2024-01-05,24-148,MEM,Away,LAL,W (+14),1,34:37,7.0,17.0,0.412,3.0,7.0,0.429,4.0,5.0,0.8,2.0,5.0,7.0,7.0,1.0,1.0,2.0,3.0,21.0,17.8,15.0
Desmond Bane,MEM,1,1.0,2023-10-25,25-122,MEM,,NOP,L (-7),1,36:08,11.0,22.0,0.5,5.0,10.0,0.5,4.0,5.0,0.8,0.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,31.0,24.9,6.0
Desmond Bane,MEM,2,2.0,2023-10-27,25-124,MEM,,DEN,L (-4),1,31:47,4.0,17.0,0.235,1.0,10.0,0.1,6.0,6.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,15.0,6.9,-8.0
Desmond Bane,MEM,3,3.0,2023-10-28,25-125,MEM,Away,WAS,L (-7),1,33:59,10.0,20.0,0.5,4.0,10.0,0.4,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,4.0,26.0,15.6,-11.0
Desmond Bane,MEM,4,4.0,2023-10-30,25-127,MEM,,DAL,L (-15),1,37:29,12.0,17.0,0.706,3.0,7.0,0.429,3.0,4.0,0.75,2.0,4.0,6.0,3.0,3.0,0.0,2.0,3.0,30.0,27.0,0.0
Desmond Bane,MEM,5,5.0,2023-11-01,25-129,MEM,Away,UTA,L (-24),1,27:05,7.0,19.0,0.368,4.0,12.0,0.333,3.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,21.0,10.4,-25.0
Desmond Bane,MEM,6,6.0,2023-11-03,25-131,MEM,Away,POR,L (-2),1,44:47,13.0,26.0,0.5,3.0,9.0,0.333,4.0,5.0,0.8,1.0,7.0,8.0,7.0,4.0,3.0,3.0,5.0,33.0,28.4,11.0
Desmond Bane,MEM,7,7.0,2023-11-05,25-133,MEM,Away,POR,W (+12),1,34:12,13.0,27.0,0.481,3.0,9.0,0.333,1.0,1.0,1.0,0.0,8.0,8.0,5.0,1.0,0.0,3.0,5.0,30.0,18.2,8.0
Desmond Bane,MEM,8,8.0,2023-11-08,25-136,MEM,,MIA,L (-6),1,36:01,4.0,16.0,0.25,2.0,8.0,0.25,5.0,6.0,0.833,0.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,15.0,8.8,-18.0
Desmond Bane,MEM,9,9.0,2023-11-10,25-138,MEM,,UTA,L (-6),1,38:03,14.0,28.0,0.5,7.0,13.0,0.538,2.0,3.0,0.667,0.0,4.0,4.0,8.0,1.0,2.0,3.0,3.0,37.0,27.6,1.0
Desmond Bane,MEM,10,10.0,2023-11-12,25-140,MEM,Away,LAC,W (+4),1,34:40,10.0,24.0,0.417,3.0,11.0,0.273,4.0,6.0,0.667,1.0,3.0,4.0,6.0,0.0,1.0,4.0,4.0,27.0,14.3,11.0
Desmond Bane,MEM,11,11.0,2023-11-14,25-142,MEM,Away,LAL,L (-27),1,27:23,5.0,10.0,0.5,2.0,6.0,0.333,3.0,3.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,15.0,11.4,-24.0
Desmond Bane,MEM,12,12.0,2023-11-18,25-146,MEM,Away,SAS,W (+12),1,34:04,8.0,15.0,0.533,3.0,6.0,0.5,7.0,7.0,1.0,3.0,2.0,5.0,4.0,1.0,0.0,2.0,5.0,26.0,21.2,4.0
Desmond Bane,MEM,13,13.0,2023-11-19,25-147,MEM,,BOS,L (-2),1,36:50,11.0,27.0,0.407,7.0,14.0,0.5,1.0,1.0,1.0,2.0,0.0,2.0,8.0,1.0,0.0,2.0,2.0,30.0,20.7,1.0
